uid,iid,score,review,date
188,541,3.0,"Flew into Vegas last week via this airport. I wasn't too impressed. I've been to many different parts of the world and Hong Kong International is my favorite airport. This place seemed to be in a frenzy and unorganized. Bathrooms and the inside of the airport in general, seemed pretty dirty. We called out for help to an employee working there and he walked right on by, didn't even care. Staff seemed unorganized but they were friendly and helpful when we did find someone who would help us. Not a lot of places to eat here so bring your munchies if you get hungry easily!",2015-06-03 19:44:55
314,533,5.0,"Great job Bobby Flay! Goat cheese queso, house burger and house bloody Mary the meal was complete all the way through. If you're looking to spend a little more than usual on lunch, please check out Mesa. Worth the money and the wait if there's a line.",2012-02-01 20:56:53
277,185,5.0,Amazing staff and food everytime! Always so welcoming and the food is constantly awesome.,2018-07-17 01:33:57
1249,131,5.0,"Was looking for a place to have lunch on Yelp last week and found the Crepe Bar!

This place is fantastic! Sweet and Savory Crepes!? Unbelievable! I think the price is just right, because it is a specialty dish so I don't have any problem paying the $7 for an amazing crepe. The First Time dessert crepe is to die for, as well as the Chicken Griddle.

Be sure to try one of the Grown Up Sodas they have in the fridge. I spoke to the owner about them and he just got them and they are fantastic! (And I'm not really a soda kinda guy)

I thoroughly recommend this place to anyone, I just found it last week and have already been there twice since and have recommended it to everyone I know!",2012-09-10 19:43:55
1020,626,5.0,"The Wynn is my favorite vegas hotel: the beds are amazing, the rooms have all the right little touches and are spacious. Plus, everything is creme and orange and blue and i like orange. The hotel itself is great -- has a good, luxurious energy and the mosaic tiling is awesome. The tables are good -- but can be spendy. There are also good bars like Blush and the parasol (up and down) and of course tryst. The shows on the back by the lobby are nice little vignettes. Also, you can sit in a ferrari if you want.",2007-12-11 08:52:56
1134,66,5.0,"Great place to hang out with friends. Awesome coffee, creative sandwiches and all day happy hour!!! Best $5 mimosas anywhere!!!!",2015-12-22 20:36:37
1717,527,5.0,"Had researched many places to eat for our trip to the Phoenix area and this restaurant kept popping up as a place that was a MUST DO.  So, we headed that way, an hour out of our way and would absolutely do it again if I was in the area again.  The combination or the food and service, made the trip absolutely worth it.  The food is a plenty but it all looked so good, we did not hold back.  We ordered the garden hash which came with organize veggies, the potatoes were fantastic and the other veggies were not overcooked, with this for a $2.00 up charge, I ordered the cinnamon bun, which they put in a to-go box, as I knew I would not have room and they were happy to do that.  We also had the Popeye Omelet that had spinach and cheese a plenty, doing an up charge for the French Toast, which they fry.  If you like funnel cake, which is somewhat how they described it, which was completely accurate, you will love it.  If you like more traditional french toast, this may not be how you like it but it was a neat take on french toast.  I also cannot say enough about the service, it was laid back, friendly but still totally efficient and attentive.  It was great.  Go here, you will not be disappointed.  As others have stated it is CASH ONLY, so go prepared but they do have an ATM to access should you forget.",2018-02-24 15:56:14
1138,161,2.0,Was not impressed....made a 7:15 pm reservation and had to wait almost 45 minutes upon arrival to be seated.  Then once we were seated we had to ask a passing server if there was someone for our table since 15 min had passed with no one waiting on the table.  Poorly ran front of the restaurant which takes away from the food which wasn't too bad.,2012-03-02 15:55:23
1648,521,5.0,This was my first visit to Kabab-Je and it was amazing. My coworker told me about this place and the wonderful food. Our server Andrew was very attentive and friendly. From the moment we (party of three) sat down the service was top notch. We started with the hummus & pita bread and it kept coming hot and delicious. You can see the pita being made right there. I had the lamb shank comes with rice and vegetables. Amazing flavor the lamb was so tender did not need a knife (only $15.00). My two lunch companions loved their food and we all look forward to returning for more delicious food and wonderful service.,2018-07-21 21:02:42
825,125,3.0,"I enjoyed this place but not enough to give it more than 3 stars.. the service was good it was very clean and huge inside but it was dark inside.. 
I don't expect it to be bright like outside but I mean it is really really dark inside.. 
now the food.. I ordered spring rolls and shrimp pho.. the spring rolls were good the pho however was just okay it lacked flavor like other pho restaurants I been to.. 
That's why I say it's just a 3 Star spot...",2018-04-15 14:14:40
559,209,5.0,"Awesome, awesome, awesome! Food was great and potion size was more then enough. Service and helpfulness was as well a pulse from Jo. Great place will defiantly will be going back! Did I mention inexpensive as well.",2015-11-18 19:12:09
1756,573,5.0,"Went to Ventanos because a friend recommended it and we loved it! The wine was excellent, the bread had a good flavor, the food was delicious, and the view was amazing! I can't remember our server's name but he was terrific. No complaints on this place. The decor and ambiance was warm and inviting and my date loved the place too.",2013-12-13 21:37:36
89,24,3.0,"I remember coming to the Buffet at the Bellagio several years ago for Sunday Champagne Brunch and being blown away.   It was one of the best brunches I had ever eaten.  Alas, my most recent trip did not make nearly as stellar an impression.  I brought my mother here for her birthday dinner last month, wanting to share with her the wondrous buffet I remembered.  

Well, we got off to a bad start.  My son fell asleep in the car on the way over (he's five and had been in the pool all day) and I carried him into the restaurant.  At the register, I discovered that there was no children's price and that I would be paying more than $30 to enter with my sleeping child.  Because it was mom's birthday, I went with it, but I was annoyed.  No child is going to eat $30 worth of buffet food. They want the pizza and dessert and not much else.  Of course he didn't want to wake up at all and refused to eat much of anything, so I paid for him to sit there and be cranky.  My bad.

As for the adult meals, the food was fine.  I had prime rib, which was only OK, but the mashed potatoes were awesome.  My mother had the crab legs which she loved.  We must have sampled every dessert they served and each one was better than the last.  The waitress was kind of lazy and had to be waved down to refill our water.  

Really the food was pretty good, so maybe it is just my son's behavior that's coloring my opinion on our meal,  but I just can't help but feel like we over paid.  There was nothing remarkable offered.  The service was iffy, the food was unexceptional.  Well, dessert was pretty great, but I don't need to pay almost $100 for my family to eat dessert.  I'm just not feeling the love for this place this time.",2012-05-28 16:52:50
1047,113,1.0,"place is nice, food on the plate no so. . have not been yelping very long only a few reviews but this is my fist one star. Had the Dungeness crab rivioli and the veal scaloppinil  dinners.  Have hade veal many times for much less $.The crab dish hade  very very little crab meat and the taste was worth less than the one star. First time I have been let down by yelp.",2014-07-13 19:03:18
493,80,4.0,"We got the breakfast crepe, banana foster, the ham and cheese, all with a cup of joe. All were delicious, as we decided to mix up the crepes with some sweet and savory. My only gripe was that the ham and cheese crepe was not fully cooked - the cheese wasn't melted on the inside. Nonetheless, I'll be back for some more.",2017-08-16 06:10:57
1757,530,5.0,"I m pretty confident I have been to a lot of good Italian restaurants in the past and I m so glad I found this one in Vegas. I will give 4.5 stars but well I can't. Tho it's a very nice atmosphere for dining with friends family or couples! Good service wonderful food I will say. Really love the lemon calms, almost the best I ever had, also pasta are yummy!! Only one thing is I don't think I really enjoy the entree of Italian restaurant, not only this one but most of the Italian I have been to... seems they just not really know how to cook steak... anyway definitely a to go place for me when I m craving Italian food. Make sure u make reservation as they are always packed.",2017-07-12 06:21:15
310,70,5.0,"Love this place. The fried guacamole is to die for, the red potato  garbanzo bean burger is amazing. The desserts are A+ as we'll as their coffees. The only thing is that the place is kinda small, so the place to order gets a little packed, but it's fine because the food is wonderful! The folks who work here are really helpful and nice as well.",2017-05-28 02:45:35
822,8,4.0,"I was hesitant to try Cravings because I'm fond of the Wynn Buffet.  But after my boyfriend's persistent whining I gave in.  I have to say the food was decent, but my favorite part was the dessert section!  I grabbed an entree plate for all my desserts.  

Oh! the crab was okay.  Go to Studio B if you really want good crab!",2011-03-20 07:42:15
233,144,1.0,"1 star bc I couldn't give none. Whatever my waitress' is, she was rude. Took 15 mins for me to get a menu and 30 mins for my friend to get a refill. Her service was horrible. We'd have to stop her in passing. When I placed my order, she sighed as if I was bothering her. Loaded fries are good but Definitely not coming back!",2017-05-13 06:06:10
322,282,5.0,"Hands down the best Carnitas I have ever had. This place is a frequent stop. I wish I could recommend another dish..... But I haven't been willing to forgo the carnitas to try anything else yet. Great staff, very nice environment.",2015-08-29 16:52:18
1428,53,1.0,"The food I ordered (Chicken Fajita) was nothing short of disgusting. What was really disturbing is the waitress actually originally gave me the wrong order & aggressively argued with me to accept the wrong food. Everyone else's food looked like it has just come from the nether region of a dumpster - if you're looking to eat, avoid this place at all costs.",2014-02-22 11:28:27
247,175,5.0,Yummy! Yummy! Yummy! The Burgers are Delish! The Buffalo Chicken nuggets are FAB! The Soft serve is AMAZING!  So glad my bestie introduced me to this gem! Can't wait to go back and try some more awesome food!,2013-01-27 20:20:22
820,489,3.0,"We tried their prix fixe courses awhile back, not sure if they still have that but I guess I was expecting too much.  Nothing really wowed my taste buds.  Ambience was nice but I don't think I'll come back.",2012-02-09 19:04:08
1581,604,5.0,"Love, love this place. We've been here several times and every time the food has been wonderful. There can be a bit if a wait but it's worth it. My husband loves the Dutch baby pancake - not many places have them and you have to allow for 30 minutes for it to cook, but it's delicious. I've had eggs and sausage: the eggs are light and fluffy and very good. The sausage is good too, and the hash browns are fresh and more like thinly sliced fried potatoes than a grated potato square you might get other places. I've also had the blueberry pancakes - so addictive and I appreciate that the blueberries are in the compote as well as inside the batter. The Buffalo chicken wrap that I tried yesterday was the best I've ever had. The wrap/tortilla was fresh and not too thick; the lettuce, tomato and cheese were all fresh, and the chicken was flavorful and seasoned just right with the hot sauce. Usually the hot sauce is poured in and drops out when you eat it, but this one had the hot sauce applied to the chicken before it was added to the wrap, which makes for a much cleaner and more welcome eating experience. Oh, and it came with house-made potato chips and ranch dipping sauce - also yum!",2016-12-31 19:58:18
272,45,5.0,It's a great neighbor place. The pizza is great. The salads are airways fresh and the chicken fingers are delicious! Always friendly and fast service.,2017-01-14 22:37:34
1751,559,2.0,"It was an interesting experience coming to Duce. I couldn't tell what the place was. Bar part restaurant part boxing gym part clothing store.  It would have been nice to have gotten an explanation as to what Influenced the design. 

The service was some of the worst I have ever seen. The woman who took our order was very rude and unhelpful.  Several times everyone in our party saw her giving us evil looks from behind the bar. Very awkward. 

On the bright side the food was great. The rib and brisket sliders were delicious. Another let down was that there were no free refills. That would have been fine if the drinks weren't served in kid sized glasses. 

To conclude, the poor service cost Duce a good review and a repeat customer. There. Good food is not enough to get me to go back. Instead next time I'm on that side of town looking for bite to eat I will go to Lo-Lo's chicken and waffles across the street.",2012-02-08 02:14:08
1298,195,5.0,"Amazing!! Quick, efficient and my carpets are spotless!!! Even got wine stains out! Totally recommend them and will use them moving forward.",2014-07-18 05:32:37
1377,704,5.0,"My wife and I tried MM for the first time and we both loved it. Thai dye was what we ordered and it turned out to be really good. Location and atmosphere is great. The server was nice. The restroom doors have a little metal attachment fixed near the bottom so that you can open the door without having to touch anything with your hand! Overall, a good experience.",2016-11-28 02:05:26
128,110,5.0,"Came here to meet my BFF, we had happy hour.  Everything was great, food, drinks, price, and service!  I love this place and the atmosphere.",2015-10-23 16:04:34
144,116,5.0,"Freaking love this place!! Kyle helped us and gave us samples of whatever we wanted to try. I ended up buying 3 bottles, Local Hottie, The Kitchen Sink, and Sweet Greens and also got a Green Milk shake. We also checked in on Facebook and got a free shot which was really nice, but the shot was super intense! It opened up my sinuses and cleared me right up. I can't remember the name but it had ginger, lemon, and cayenne pepper in it. It burned real good on the way down. Try it!",2016-03-17 15:14:28
832,338,2.0,"It's gone down hill as far as I can tell.. The burritos we ordered were cold and what little cheese they  did put on wasn't even close to being melted.. I'll move on, there's better choices out there",2014-08-24 22:52:13
1214,31,2.0,"Probably the WORST buffet in Las Vegas. This place makes the already not-so-great, Vegas buffet in Glendale, CA. look good.

(http://www.yelp.com/biz/vegas-seafood-buffet-glendale#hrid:JnIwxV7PDcIRU7PhAETMrA) 

I bet Imperial Palace's buffet (do they have one?) is better. I know the Flamingo buffet is. 

The line to get in is like waiting for Riddler's Revenge in Six Flags Magic Mountain. Too bad it doesn't store as much excitement. Usually people line up for vegas buffets because the food is actually good. This just has a line because they give everyone who stays in the hotel, two for one meal vouchers. I should know, I had one.

When you finally get in, you think the line is finally over. WRONG! You enter and you line up to get food. From the PATHETIC sushi selection, to the chow mein makers, to the g0Dd@mn salad bar. lines, lines, LINES! By this point, I am starving. The salad maker wouldn't even help me. There was 1 lady helping 25 people in line. TI, would you please hire more employees? 

I barely tried anything in this buffet. I stuck to the American/BBQ section. Their (spare)ribs were dry, the chicken was OK, and I piled up on the collard greens. Honestly, I was so hungry, I was just eating whatever to shut my belly up. The desserts were not memorable. Though I do love me some buffet cookies. 

I will not be back.. Unless I get another free voucher.. Which may not be likely because I never want to stay at TI again. It's just a ghetto hotel that needs to be destroyed already. Time for a new skyscraper hotel again.",2012-06-26 19:10:08
1334,560,4.0,"We had a group dinner here for 2 nights- each night, it was a buffet-style dinner so I cannot speak about the menu. However, I would go back in a heartbeat for the view alone! We sat outside both nights (October) and were blown away by the breath-taking view of the city. So romantic. You have to try this place!!!",2013-11-20 12:50:28
486,241,5.0,"I absolutely love Futo Buta. I have been here a few times with just another person to 8. The service both times was friendly, fast and attentive. I get the Chizu every time. I want to try other things but it's just so good every time. I live in south end so this place is within 5 minutes walking and I'll probably see myself going once a week.",2018-06-19 12:10:43
1156,61,1.0,"I'm sorry to have to do this, but the owner of this place is a jerk.  I got yelled at, for playing pinball in a way that has helped me play very well in pinball tournaments and leagues over the years, and not one time has anyone, including the owners of some very rare and valuable games, mentioned anything to me about abusing a machine.  But that wasn't the case here at the Pinball Hall of Fame.  Instead, I was told (in a very confrontational way) that new Stern machines were all made of plastic, the flipper buttons (of course), the sides (huh?) and the legs (did he really just say that?!?) and that I better calm down or I would be asked to leave.  BULL$HIT.  He treated me like a moron--flat out lied to me thinking I must not know any better.  This was after he stood about 5 feet away from me with his arms crossed watching very disapprovingly as I would hit the side of an Avatar machine to keep the ball from exiting the right orbit and dropping into the right sling.  Watch just about any pinball video or tutorial and it's pretty clear this is the sorta thing you have to do to control the ball and continue playing.  It also does absolutely nothing to harm the game, and hitting the side with a sledgehammer certainly wouldn't have caused a pop bumper to be non-functional, or the one-way gate at the top of the left orbit to be jammed up, as they were on this particular machine.  It also wouldn't have caused AC/DC to be about 5 degrees off level.  And to make matters worse, I never encountered a tilt warning on AC/DC, Avatar, or the one EM I played before I was warned for a second time for making a very light slap save.

I would think that Mr. Tim Arnold, of such long standing participation in the world of pinball operation, maintenance and collecting would know how to set a tilt bob to prevent players from being able to move the game in the slightest, since that's apparently what he wants. I can now only assume that's much too difficult a task, and it doesn't give him an opportunity to eject people that obviously know what the hell they're doing on a pinball machine, and that might otherwise complain about the poor operational condition of most of the games in his establishment.  I chose to leave on my own after the second warning during which time I was followed out the door while continuing to be berated.  I have no desire to ever go back and give this guy another quarter, so he can flip it all to the Salvation Army (400k last year) while continuing to let his games sit broken and refusing help from volunteers to get them repaired in a reasonable time frame.  You'd think he could take some of that money and invest it back into the place but I guess that's now how he wants to do business.  It keeps the ""complainers"" away.",2012-09-10 20:55:22
940,8,5.0,"I seriously can not get enough of this place. Every time we go to Vegas I have to go here. What you get for the price is just awesome.  I don't know how they are not busier. Yea you can go to a lot of other places and pay twice the price and still not get as good of choices as you can here. 

You get bottomless mimosas, plus a wide variety of food. Theres crab, asian, mexican, bbq, pho, and almost anything else your heart desires. This time I brought a friend that is vegan and she was still able to eat like a queen.  The dessert station gets better and better every time we go there. The thing that is a little troublesome is that the plates are always too hot at the dessert station, so all my chocolate melts before I get it to the table. I also think having an Ice Cream station would be super cool too! 

Overall though you have to come here, it's not a super fancy buffet. I am saying for the price though you can't really beat it and I guarantee you will leave feeling full and happy.",2013-05-29 02:17:41
732,58,5.0,"I really love their food!  There aren't very many great Mediterranean restaurants in the southwest and everytime I eat there, which tends to be often since it's across the street from work, the foods is always great! Big portions! Awesome Taziki! Yum!! Plus their staff is always very friendly.",2016-11-09 21:33:56
574,417,5.0,"Great food, I like the pho soup and I get it every time. Service can take awhile if you go at peak times, I'd recommend going anywhere for 2-5 to avoid the rush. This is one of the greatest places to eat in Madison.",2018-05-18 18:49:29
1836,682,5.0,"I can't explain the quantity and quality of the food and even at happy hour!!  $4 tapas and margaritas! We got almost one of each and shared! 

I don't know that we've had a better dinner so far out here-- want to come back already! Must go!",2018-08-15 00:30:46
603,678,2.0,"Imitation fast made BBQ. Reliant on the sauces for any flavor.  Got the combination plate to sample each meat.  

First- the good.  The Mac&Cheese was outstanding!

The bad-
The brisket was 90% fat 10% meat. (See picture) the ""pulled pork"" isn't even pulled!! It's chopped up!  You can see the blade cuts and it's all blocky, not stringy like a pulled pork is!  

Candied yams were just O.K.

This is lazy BBQ at Town Square prices.

EDIT: To add-  the atmosphere is very nice.  I could go here for a drink at the bar, and be very comfortable in this Industrial/Americana setting.",2014-10-29 19:14:28
1416,168,3.0,"Nice atmosphere. Nothing special in taste.  Started with fresh mozzarella composition, nicely presented.  On to filet and prime rib. Both tasty, but not anything extraordinary.  Glad we tried it, can check it off of our list.",2017-03-24 16:01:25
1133,82,4.0,"Outstanding meal and fun place to eat. My wife and I enjoyed the drinks, the atmosphere, and the wonderful food. Excellent service! The chips and salsa -really good. When dining for Mexican food in Charlotte, we will definitely be coming back. Try the quesadilla or the chimichanga - you will not be disappointed.",2017-06-17 20:05:10
993,79,5.0,Amazing food down to amazing service!!! Definitely going back. My boyfriend and I fell in love the red jade chicken.,2014-08-11 03:04:19
579,555,4.0,"Nice wind down, date night, great ambience and vibe also. The food, flavor, atmosphere was very pleasing, presentation of the food was Excellent. Offering something for the whole family. The shop was both clean and tidy, having plenty seating. The hostess/ waitress was attentive at all times, and very knowledgeable about the drinks and menu. Staff members there greeted us in/ out when we left. The food was more than filling, loved all the dishes thus far. We will certainly be returning soon and would recommend this facility. My husband and I loved this place Im sure everything is a must try! Good relaxing meal, no pressure by the staff to hurry up. Parking may be a issue, for us no problem that day.",2016-04-26 23:22:01
1311,131,5.0,"Fresh, well prepared...you don't see many places like this in the Phoenix area. The service is personable and welcoming. Highest recommendation!",2013-08-20 19:35:06
1628,391,1.0,"We took our miniature poodle and told them very specifically we DO NOT want him shaved. We just wanted him trimmed 1/4"" to retain the 'teddy bear' look. They mentioned he had some matting on his rear but acted like it was no big deal (which it wasn't since we comb and brush him at least weekly). I am guessing they just didn't want to spend any time brushing him so they shaved him completely. They did exactly what we said NOT to do. When I picked him up, my son and I could not even recognize him. When the groomer saw my disappointment, she said ""we don't torture animals here"" - as if he had been neglected and not ever brushed. No groomer lady, he's very loved and very well cared for. You are just lazy in not wanting to spend a few extra minutes combing him out. It doesn't hurt the pup if you grab the hair behind the comb and pull it through a tangle - but you know that. And why didn't you call us before shaving him to get our permission? Oh, right, because you are lazy and just want to push dogs through as fast as you can and collect your $45. And to think, an extra 10 minutes of your time would have made you $45 every couple months.",2015-04-11 01:02:04
1645,509,5.0,"My last 2 trips to Vegas..one in July and one in October...landed me here. It's off the strip, there is live music, good food and just an overall great vibe. I've gone on Sunday nights each time and would gladly return my next trip to Vegas from SoCal. I really wish there was a place like this near my home because I would frequent it often. I also love that it is upstairs and has a decent sized outdoor bar area. We did do hookah the first time too which we enjoyed out on the patio. 

If I was a local, I would be here all the time.",2015-12-04 19:43:34
216,102,5.0,"I saw their menu online and when I saw the Korean food ingredients, I knew that I had to check this place out because I'm part Korean.

I ordered the angry hot dog because I like spicy foods and when I took a big...I was hit with so much good flavors. It was so good.

My brother ordered the bulgoigi dog and it looked good too. My brother scarfed it down and he is a picky eater and doesn't like hot dogs that much so I'm glad he liked it.  

There is more menu items than what it displayed in on the website. There is so many things I want to try there so I am definitely coming back here.",2015-02-02 09:49:16
1722,527,5.0,"This is one of the best breakfast places on earth!  I live only a couple miles away, and this is a regular treat for us.  The staff has barely any turnover, and everyone has a perma-smile, and as friendly as can be!  They get to know you and chat with you like an old friend when you come in.  And then there's the FOOD!!!!!  OMG!!!!  Nothing, absolutely NOTHING is bad there!  The chiliquiles are an absolute fave, and always get 2 meals out of it (it's HUGE!), as well as the always changing farmer's market omelette.  The peso brussel sprout omelette is amazing, and I never liked brussel sprouts!  Ha, go figure!  They use only cage-free eggs, and the freshest ingredients, it's impressive!

This location has changed hands so many times over the 10 years I've lived near it, and this is the only place that has stuck, and with as busy as it always is, I don't think they're going anywhere, and I hope they never do!!!!!  The owner walks around and greets everyone, and even buses tables himself!

Keep up the amazing work guys, it shows!!!",2015-02-24 16:56:05
508,413,4.0,Love their selections and great service. One of my faves in Vegas :) I've been here twice this week since I have friends and family in town so I have to take them here.,2015-04-05 00:35:25
1049,533,4.0,"We went in with no reservations (Wednesday night) and were seated within 15 mins. I ordered the house margarita - that never came until we finished our main course. The fried green tomatos are really tasty. Breaded in cornmeal then fresh crab meat is dressed on top. The sauce is a bit spicey with a kick after eating it. Bone in ribeye is excellent. Bobby Flay saved himself with his grilling skills. The steak was seasoned with a southwest spice flavor to it. It literally leaves spicey-ness into your mouth. Maybe that's why our waiter (Richard) waited (I actually had to reminde him twice) for my house margarita...which I had to pay for.

Would have been given 5 stars had our waiter visited us besides taking our order and giving us our check.  He almost single handedly ruined my fried green tomato experience.",2009-12-08 17:39:40
1119,597,5.0,"My pup and I just finished the 4 week off leash course and I'm still amazed at how much this course worked for us! My rescue pup is a friendly bundle of energy - but she pulled on walks, barked all night because she wanted to play, and didn't listen to a thing. She ran the house and I knew it. After just 4 weeks with Bob she walks on my side, listens to my commands, and I sleep through the night with zero barking. The off leash class was a life saver and has made our owner/dog relationship even better. Thanks Bob!",2017-08-13 23:25:32
1311,131,5.0,"Fresh, well prepared...you don't see many places like this in the Phoenix area. The service is personable and welcoming. Highest recommendation!",2013-08-20 19:35:06
1377,715,5.0,"I've eaten here twice and I absolutely love this place. The yellow rice is my favorite and I highly recommend it. I've only tried their chicken options and they are absolutely delicious. The chicken kabab it one of the best I've eaten in the US. They serve lentil soup in the beginning and I don't know why but they serve it with a piece of lemon to be squeezed so that the juice goes in it. It hardly makes a difference because the lemon-like taste disappears in the soup. Anyways, it still tastes good - high in protein content.

I don't give a damn about sanitation ratings of this place. In my opinion, this place could be just as filthy or clean as an American/Indian/Asian/Italian restaurant.",2015-11-26 19:27:43
217,158,1.0,Customer service is crap. No personality .1 and done for me. So many other Italian eateries in the area..,2015-04-15 08:34:19
599,119,3.0,"Ordered in the drive Thru and got the chicken pesto sandwich. It was my first time so I didn't realize they put a pickle in the container with your sandwich. Basically, when I got home my sandwich smelled and tasted like a pickle. I hate pickles :( the sandwich wasn't that great to begin with but that was a real bummer! Overall, it was just okay.",2017-06-28 00:11:10
1797,611,5.0,I have a serious acai addiction and I hate that I'm addicted to this place (cause they're a bit pricey!). I get the rainbow bowl and add peanut butter and Nutella! (Thank me later!),2017-03-14 10:39:49
1464,332,5.0,I loved Morcilla.  Great place to come for a bottle of wine and some tapas.  The ambience was great.  We really enjoyed the oxtail and the ribs.  Would highly recommend!,2017-03-13 12:51:53
1170,281,5.0,I reviewed this restaurant before and gave it the highest rating.  My wife and I returned the other night and it is still hitting the highest level of achievement.  We had the filet mignon and it was done perfectly.  Service was great and the ambiance was delightful.,2015-10-17 16:04:03
992,467,4.0,"Service was amazing! Food is delicious! No drama parking and no drama being seated. I wish I would have known of this place sooner, but glad I got to dine here last week for the first time. I ordered the spaghetti with a meat ball lunch portion which also includes a salad and I must say that the portions were more than enough and great priced! 

They start you off with their mama's house bread and red sauce (I forgot what it's called but it's featured in my picture) and honestly, you don't really need an appetizer. Although, next time I would like to try their zucchini. 

I highly recommend eating at this place. It's open 24/7 and it's off the strip but not too far from it. You will not regret it!",2017-12-03 21:11:39
1378,263,3.0,"This used to be a favorite spot: creative menu, personable service'; quality food. No longer. Ru San's is falling victim to its popularity. Service is rushed and so is the food quality: output over preparation. Such a shame.",2015-09-19 17:34:58
1173,35,4.0,"We stayed at Venetian and the room was perfect.  Upon check-in, we had excellent service.  We asked for a high floor room with a great view and that is exactly what we got.  

The bathroom was amazing with a huge tub, glass shower, two sinks, and LCD TV.  Oh yea, and of couse there is the toilet.  Durr.  The layout of the suite is perfect.  You walk in and there are two SUPER comfy beds with a big flat screen.  A few steps below is another section with a huge L shaped couch and another TV.  I also loved how you have a remote to draw the curtains and shades.  This is KEY when you are hungover in the morning and can't seem to get up.  One press of the button and the 11am sunlight streams into your bedroom and you can't help but wake up. :)

On top of the fabulous rooms, the hotel has so much to offer.  Fabulous shops, a fun gondola ride, and great restaurants.  I would definitely recommend staying at the Venetian.",2012-04-19 14:29:30
1408,75,5.0,Came again. Omar told me to get honey chipotle salmon. And I do as I'm told!  NO REGRETS!!  I will order this dish the next 8 times for sure.  I can't believe how in love I am. This place does NOT suck.,2017-08-22 02:33:38
1215,91,5.0,"After somehow agreeing to trek halfway across Montreal to eat lunch at a Vegan restaurant (still in food coma from Liverpool House the night before, see review)  I came to my senses and realized I needed real coffee and dessert made with things like cream or butter. 

 Found this spot thanks to a large number of positive Yelp Reviews.  Turns out they don't take CC but were happy to take our American Dollars.

We ordered three completely different items an all were still warm (it was about 2:30 pm) and delicious - not even a crumb made it out of this boulangerie unless it was in our stomachs.   Coffee also excellent.

Only a short stroll  (couple of blocks0 from a metro stop.  If in the area, I highly recommend it!",2012-11-07 04:12:54
799,35,5.0,"It was my first time in Vegas and let me just say, the Venetian was such a beautiful hotel to stay at. 

Firstly, the lobby is beautiful with the high ceilings with beautiful Grecian styled paintings. The front desk attendants were all very kind and patient. They even gave us an upgrade. We got a room with a view of the pools! After walking through the casino to get to the room towers (which wasn't too far nor was it difficult to navigate), we headed up to our magnificent room.
It was spacious, clean, and so gorgeous. I really like the theme of the Venetian, makes you feel like royalty! The bathroom is the first door when you walk in and it was huge. Separate shower and bath. Great vanity space which also had a light up desk mirror in addition to the double sink. 

The room itself was also very spacious. Giant king bed that was so comfortable. With extra living space with sofa with a pull out bed. The two T.Vs were on the smaller side but we didn't spend much time in our rooms lounging so they weren't a huge issue. The mini bar was expensive but there were multiple Walgreen's close by so we didn't purchase anything from it!

The service was impeccable. We didn't have the room cleaned everyday but when we needed it to be cleaned, we would call down and leave the room for an hour or two for a meal and it would be quickly cleaned by the time we were back. 

The pools are also really big and lots of chairs available. There's little to no kids and there's even an adults only pool! 

The food options are pretty decent. There's a couple of late night spots opened as well. Most of the time we wandered off the strip to try new things but there is definitely a variety available in the Venetian. 

I have no complaints about this hotel. Great service and amazing rooms.",2017-07-28 19:05:39
847,343,5.0,"I have gone to Dr. Berelowitz since I was 12 years old (I am now 28!). He did move away for a few years, but I was SO happy when he came back to town. He cares about his patients and is very thorough. I know the wait-list is long for him, but that jsut shows how amazing he is. I have had a few endocrinologists since I was diagnosed with Type 1 Diabetes 26 years ago, and he is by far the best endo and doctor I have ever had.",2014-06-28 00:30:53
311,697,5.0,The new shake Chameleon Cold Brew is sooo good you gotta try it ! The manager Sergio Martinez was constantly looking out for our order and experience,2018-03-06 21:36:26
1863,687,5.0,"Super-wicked space, awesome food!  Got here early for a workday lunch. Exceeded all expectations!  Can't wait to bring my kids!",2015-04-24 18:10:15
399,570,3.0,"Granted it was Sunday 11am....and they were slammed...... however I would be willing to wait for an extra 5 or 10 minutes for the food to be cooked as ordered.  Everone in our group received eggs over easy versus over medium, regular fries instead of curly, well done instead of medium rare....you get the picture.  It appeared there were others around us experiencing the same.

Despite it all the food was delicious!

We will be back...even with today's experience they really are a great place to eat!!",2015-02-23 00:27:24
1431,432,2.0,"My husband and I are pretty new to the area and we found Matt's Big Breakfast and were pretty impressed with their breakfast fare... until our last recent visit just yesterday.  I decided not to order my usual 5-spot breakfast sandwich and had the Hog & Chick menu item for a change.  I ordered my eggs over easy and hashbrowns, instead of the country potatoes.  All three of us order the hashbrowns and all three of us were very disappointed.  The hashbrowns were soggy, lukewarm, and almost the consistency of mashed potatoes in the middle.  Yuck!  My easy over eggs still had runny whites all around the yolk... double yuck!!  The only saving grace was the yummy bacon.  The food certainly wasn't worth waiting in line to get in the joint.  If we go back, I would stick with the 5-spot breakfast sandwich and the country potatoes.",2016-12-27 20:57:01
1430,139,1.0,My flight was scheduled for a 830 am departure from vegas tp phoenix now we will be leaving at 1230 pm it would have been quicker to drive but they would not give flight credit for a future date said we could call corporate office all we want but we will be on hold for 2 hours wouldn't get a floor supervisor said they were busy!!!!  4 other people will miss graduations in phoenix as I will miss my son's graduation from ASU SO ANGRY,2016-05-13 16:44:36
