,uid,iid,score,review
3053,359,612,5.0,la cave excellent service elegant chic atmosphere innovative delicious dish amaze wine selection brilliant sommelier all - - i wonderful din experience fair price thai snapper ceviche - favorite dish ; bright light flavor subtle heat ahi tuna w / fruit salsa - great spiciness awaken taste bud sunny side egg w / serrano ham & asparagus - crispy ham friend egg toast simply delicious bacon wrap date - everything i hop would : sweet & salty & crunchy & chewy raclette - heart warm flavorful gooey - cheesy bake swiss dish mixed green salad - great combination acidity earthiness roasted beet w / whip goat cheese pistachio - favorite vegetable dish diver sea scallop atop polenta cake - great texture flavor must - order beef filet crostini & blue cheese - classically delicious perfectly cook s ' more flat bread - sweet chewy rich -- great way end meal with food wine stuff this restaurant cozy beautiful sanctuary wynn ... i ' wait return 
3055,51,523,1.0,i ' do place new years i table dance floor the place pack drink guy we 2 bottle knock table drink people we much alcohol i ' really even care the biggest problem lack security allow creepy guy bump knock girl we leave like 1 : 30 really early vega that ' bad the little guy work front need get clue he yell staff front customer i ' even begin explain bad make club look everyone piss stress trickle customer lavo check camera guy anyhow ... go somewhere actually take care customer lavo much ego the girl always clear go somewhere else 2am i ' never go back place 
3056,1620,577,3.0,service : great the waitress take order guy deliver food table friendly attentive foods : not please the sauce almost bland ( get sampler ). it seem like seafood freeze cook ice thaw water sauce at least ' i ' imagine happen the crab salty though prices : i expect seafood slightly expensive i ' willingly pay price food taste ' disappoint happy end : birthday they give free dessert 
3057,1058,572,3.0,i sprinkles area i decide try shop see would compare the shop locate linq couple outdoor seat the line door thursday night try come peak hour it ' still overhyped opinion i ' even know ice cream shop i end get cookie dough delicious little sweet palate the service friendly slower side they even cupcake atm i ' come back next time try 
3060,1526,536,4.0,well strip sometimes need get away hustle bustle red rock beautiful huge resort lot din option bowl alley movie theater pool the typical vega pool hard lounge ' pack like sardine fight prime spot next water at red rock pool area big ' plenty chair bed hang without chance sit top sweaty party goer it great change relax drink wad clear unclouded water vega hotel i would definitely recommend resort relax getaway without child it ' place young adult family 
3062,1492,334,5.0,great service fun place also stop look around talk bike someone 
3063,979,473,5.0,my go place big breakfast portions big enough split ' budget meal quality bad either different variety choose menu love add waitlist online place get busy wait around 30 min so far i happy visit 
3064,533,82,5.0,i love place !! their guacamole one best love brisket taco love come 
3065,1238,487,5.0,can ' believe location close so sad delicious food good service amazing lunch special i miss bbq pork nachos they soooooo good 
3069,1193,109,5.0,whatever time ' read - come super cool place hang fun we show around 2 : 30am sunday morning - game free play if need dart fooseball table ball ask bartender inside ' hand right seriously though whether ' go date ' town look take friend town cool spot - there ' beer pong 2 player 6 regular size table a pitcher beer 18 buck give 4 ball lot cup free they also massive beer pong play huge ( clean ) trash can soccer ball oh need search place grub ' 24 hour restaurant inside chicken strip fry really good pancake chicken platter 
3078,1805,540,4.0,"just keep come love kind steak house other place give u small filet fancy plate like $ 65 think favor pampas groupon $ 65 cover dinner two ( and meat eat !). also include two drink 12 dollar dessert first make reservation they really nice even let u put back 45 minute run late as soon sit greet server love he go grind rule : green mean go red mean stop enjoy my wife i hit salad bar first nice touch thing like artichoke slice already toss caesar salad a couple note 1 ) no ranch dress iceberg lettuce i know semi - fancy place keep real 2 ) awesome job section full garlic mash potato rice ribs hot wing also ready soups bread also offer all taste pretty good i wish ranch maybe next time i bring now star show would like leg lamb ?"" yes !"" filet wrap bacon ?"" yes shrimp scallions wrap prosciutto wonderful all meat pile onto plate somehow disappear ( we call investigate ) dessert lovely tiramisu good overall i really like place they good keep appetite task my wife think everything perfect just great value groupon "
3080,1429,557,5.0,located strip downtown las vegas crowd vibe way relax this spot little tricky find finally glad ' give one employee meet u outside recognize look confusion show u way we seat indoors right away communal high top table desperately need ac but love sun eat outdoor rooftop patio bar the first thing i notice actual menu unique i immediately know food would amaze someone put much think menu ' definitely put lot think care craft delicious cocktail dish we order machu peach - u cocktail it peachy take peruvian pisco sour smith & cross jamaica rum giffard crème de pêche barso pisco fresh lemon & lime bar keep saffron bitter finish fluffy egg white top i love our first appetizer killer shrimp rocoto & aji amarillo pepper cream it look taste similarly walnut shrimp chinese restaurant minus walnut spicy kick end our second app pork wings buffalo bleu beurre blanc they succulent juicy pork belly bite dip little buffalo sauce they finger lick good !! next order bake mac n cheese i ' sure cheese use creamy dreamy delicious our entrée cocoa - espresso ny strip red wine demi it perfection i ' distinguish cocoa espresso flavor must ' work well together i take pleasure juicy bite dessert ... oh ... i love donut i love bread pudding and yes actually make glazed donut bread pudding !!!! it almost shape like mushroom - top donut become softer base almost like flan i biggest smile sheer bliss face i close eye make flavor feel last long possible three rum caramel vanilla creme anglaise 
3082,761,196,3.0,went lunch friend sandwich tasty bite underwhelming i joe walsh fry turkey hickory bacon dice jalapeño pepper dice tomato avocado habanero jack white american & spicy mayo the mix flavor tasty two little piece bacon hard find turkey bury midst large thick piece bread i hop the fry good generous serve greasy the choc malt tasty 
3083,651,412,4.0,drop sat night ... wait 15 min table time i sit i little peeve experience good ; order burger flatbread accompany couple local brew actually food beer good want burger cook order well do overall good experience 
3084,699,221,5.0,i food critic i know i get grewat meal really one best thai meal i vegas i back try dish 
3085,1708,550,5.0,one favorite spot eat toronto i especially love kale salad pizza ( red wine tap !) 
3090,56,410,5.0,my parent sister i go art stoll last thursday enough need desert closest place find sugar bowl we find place way dinner day anyways desert amaze i really like brownie ice cream despite fact run whip cream while ' lot dish ' sort nut i family certainly satisfy choice make wished could order fry afterwards though definitely go town 
3091,1666,447,1.0,i come group 9 girl ask pay $ 20 00 get just night go tryst walk right without wait pay way hell pay $ 20 00 especially saw many people walk club time the bouncer insist couldnt anything pay ( really really cocky ) end walk away plan head another club instead as walk away another bouncer chase group tell u get u free ... fine when get super pack music totally suck this place really nice people work super cocky need learn variety music .. trance night !!!!! learn lady : make pay walk away .. ' come chase like dog 
3092,510,164,4.0,this first show vega i would like say disappoint i love beatles i feel like show capture trippy acid trip link time period must come a tip i learn review go emphasize : cheaper seat 300s late 200s good one section show good majority seat cover white sheet everyone underneath ' see thing still show go sheet i feel like ' goign spend 80 + dollar see show ' like see everything i love love would definitely see 
3096,404,213,1.0,"i go super thick brow i want thick full shape arch in word plenty work i even show tech picture brow thread another location reference it get interest : my tech & another female proceed crowd around & talk another language from laugh & talk day i ' guess want train purpose she would stop extend period time conversation 1 : my tech press vagina shoulder / arm the entire time 2 : wiped face hand work as oppose tissue / brush like location use 3 : she also decide thick & full brow arch mean thin arch "". i tell stop bc keep take 4 : she lean put elbow breast press chest wtf ?! my brow basically go point ' elbow the brow ' even look horrible ( little thin horrible ) i ' go back location bad customer service experience "
3097,583,374,3.0,i love cpk location customer service poor waiter rude friendly 
3098,434,502,5.0,i get yelp i go place year ago absolutely fantastic great food great staff flavor delicious it first time try indian food i would definitely go the serve good size believe well price i like restaurant look nice good vibe if want try something different definitely check urban turban 
3101,166,457,5.0,so i come beyond beauty lashes since last year first time edc 2015 i find bbl groupon i give shoot first time ever get lash do let tell ya i astonish not lady exemplify quality prove best book i swear i look like dang fairy come going 6 come 11 lol anyways i try different location i find groupon code specific place ( i love deal coupon ) lash ' specialty so i revert back since open new location lv blvd i get great deal worry i ' able get appointment time since bite late notice close departure date any i call work i thankful appointment maker bos eyelash stylist daline granted i stinkin idea i want i always forget recommend would last longest would look best original lash i impress way turn i nothing amaze thing say visit by way ' wonder could trust original lash woman yes .. you definitely every time i ' extension put lash come back just look pic if want quality care quality product rest assure place have great fanta - bulous day ciao 
3103,1101,435,1.0,nope so overrate we wait guest list line hour line line then inside packed there many floor floor different music genre crowd people keep bump u ' enjoyable someone would elbow also friend go bathroom & ' let back floor full make u go another floor couldn ' cap amount people enter club first place instead cap floor 
3106,347,213,5.0,this go - spot i love way eyebrow look every time i purchase coupon save lot money i pay $ 25 4 eyebrow session ( stamp card ) saved $ 15 theres two girl time great job it ' way better wax eyebrow put chemical face 
3107,829,174,1.0,today i visit cafe rio quick tortilla soup leave follow : 1 tortilla soup ( yay !) 1 long dark hair foil - wrap tortilla accompany say tortilla soup ( boo !) 20 minute life go wait world ' slowest line behind maybe 8 people 7 splatter bleach custom - tailor vince sheath dress 0 stamp - defunct stamp card i ' download app in case ' wonder 75 number tortilla soup i would need eliminate diet pay replace ruin dress which definitely i ' eat life so i ' pretty much never go back 
3108,587,61,5.0,a lot old school arcade game this kid play game adults well great family entertainment it ' worth love pinball arcade game or show kid game use 
3111,1582,485,5.0,love place the menu price good quality the service excellent i wish bigger place 
3112,1736,536,1.0,my wife i love gamble red rock beautiful place however get room another story you make reservation room like u reservation non smoke king room get front desk tell u queen bed ' guarantee get book way business they also try charge u room go stay unless get want i fight hotel manager full refund a reservation guarantee exactly kind room request ' butt these people obviously understand reservation purpose lot bullshit ' get request end go elsewhere stay 
3113,1131,66,5.0,stopped friend dog ... love place cute place quaint patio awesome food friendly service definitely back 
3116,978,33,5.0,we group 20 easily accommodate we split two table right next our host take care seat meal arrangement everything sooooo good i pleasant experience restaurant it ' locate inside venetian wagyu everything lol it soo tasteful texture like let ' say gamble get comped 
3120,1441,69,4.0,i seat immediately despite crowd the food interest good as appetizer i order guy italian cheese fondue dip very favorable outside norm i order mac cheese burger would relieve four star i eat half beef dip sandwich hook flavor the fry also medley different fry a bite salty delicious another must try place i ' come back 
3123,300,631,1.0,my friend i excite brunch nice french restaurant las vegas however experience quite disappoint the 20 minute wait seat completely reasonable but 20 minute wait get order take 40 minute take prepare 2 sandwich bowl soup one pastry unspeakable high - end restaurant we wonder take long prepare food realize could turn medium rare steak sandwich overcook piece wood we probably would send back would take another 40 minute hungry point our waitress offer much detail information menu group clearly well - verse french she also slow refill water glass water lukewarm i wonder french thing saw table offer pitcher ice water glad i decide eat egg cheese biscuit venetian food court head wait hour eat $ 10 cup soup bouchon 
3124,1537,421,4.0,nice spot enjoy beer many interest variety make love !! the food serve also perfect accompany beer in summer nice terasse outside only little thing it is always full almost impossible sit !! too popular 
3126,601,72,5.0,"buffets overrate free breakfast mid - budget hotel cellophane bagel hard - boil egg solution the peppermill it ' freestanding bury casino park free door right away if wait go hang fireside lounge delicious bloody mary it quiet demon upon enter see pink purple aquamarine color scheme become combine thousand disco - ball mirror line ceiling fuchsia neon give place warmth stretch limo circa cousin ' quinceanera 1986 the flamingo - pattern tiffany - esque lampshade essence class velour booth on every table dispenser full rainbow sugar match decor if think sound cheesy i want know place perfect condition squeaky crazy pristine clean yes jungle silk plant speck dust anywhere it lovely invite restaurant if ever madonna inn know i talk : well - maintain kitsch like beautiful rhinestone - bedazzle nudie suit one never ashamed wear the breakfast portion enormous the fruit plate like party platter 12 two people could split omelet leave table full the hash brown crispy soggy greasy these restorative food combined peppermill ' professional attentive service feel hangover recede bite i always leave peppermill ready day ' event whether sunburn pool shop outlet hide dark hotel room watch ladyhawke ,"" gamble away retirement save brave gridlock 15 go disco breakfast "
3127,1531,394,3.0,drinks good the food fresh i think find use pre - box veggie burger ... yuck service good & freindly you ; think would fresh food since price high 
3128,516,400,3.0,strongest coffee i know i drink lot coffe every time i drink coffee i get jitter their sandwich alright i mostly go strong coffee vietnamese desert 
3129,817,190,1.0,hated place it dark dank crowd & tight hard read complicate menu ( plaster old record cover ; cute idea i ' read small print dimly light room ) bring magnify glass ... noisy expensive tight crowd seat poor service - take forever get sandwich sorry ' take 30 minute get grill cheese sandwich hard eat thick slice bread - heck get 3 inch tall sandwich mouth the bread slice inch thick slather butter oil ( sure use ) small amount fill comparison basically artery clog heart attack plate served cold fry my sandwich wet pickle juice sit garnish pickle slice inedible the decor consist hundred halloween & christmas light - lawn ornament light string twinkle light ( cute two time year i ' want see snowman rabbit pumpkin santa dinner line wall if ' mind will spend average $ 14 50 greasy grill cheese sandwich go otherwise warn 
3133,25,560,5.0,this place great company event good food amazing view venue amaze highly recommend 
3134,334,498,5.0,yum yum yum mom i split signature salad butternut squash tacos the salad may best i ever the hazelnut crunchy dress perfectly delicious everything come together beautifully the taco super tasty i ' wait go back 
3136,1011,310,1.0,disappoint dim sun taste like freeze fresh & leave day word terrible 
3137,690,319,1.0,one worst taco shop i ' ever - definitely worst phoenix their dry bland burrito lack fresh authentic ingredient replace excess taste like unseasoned bean straight the disappointingly small portion rice bean would usually bother one bite rest end trash anyway the service terrible - get go ... they confuse order ' remember burrito wait ' help notice dirty silverware appropriate abundance unoccupied din table a must skip restaurant market ' abundant stellar mexican food every neighborhood 
3139,147,118,4.0,hole wall basically hole wall i go they put booth ordered lasagna not bad expensive not italy lasagna worth price all drink red white wine l salad garlic bread lasagna $ 25 95 not bad heck i would 
3141,560,52,5.0,delicious i wish i would come sooner egg burger garlic fry amaze the girl register friendly neat atmosphere 
3143,727,423,3.0,this place bad a little strip obviously ' cosmo aria free shuttle drop paris i ask upgrade get 180 view almost 2 000 sq ft room free 
3145,1344,107,5.0,this place authentic awesome best italian i ' ever large petition size the calzones meatball sub bake ziti amaze 
3151,1529,432,4.0,breakfast awesome fresh fast tasty and come san francisco - meal steal we come breakfast tuesday seat without wait food arrive quickly we order special scramble - grill pork tenderloin scramble - waffle bacon the scramble huge hash brown come delicious everyone else describe the waffle light heavenly the bacon seriously thick - cut perfect complement the staff super friendly attentive this definitely highlight trip 
3152,1032,463,1.0,hotel lobby dark service ok although newly renovate room well design plumbing noise night tv align bed view walls thin easily able discern conversation room hotel rule / request patron tv volume lower certain time night vicinity around hotel blare music 1am hotel issue pair earplug assign room upon check ( hint extreme noise length stay ) i would advice look hotel must stay downtown otherwise hotel along strip would quieter hotel locate far airport aside fremont experience lot happen downtown 
3154,1580,473,1.0,honestly i could give negative number star scale i would everyone i know absolutely raved place one even family i go the service awful food cold bring food allergen ( i specificially tell server ). we chalk think place know breakfast even our fault ; let ' try morning sometime so again ... epic failure the service terrible food mediocre ask repeatedly someone even bring drink ( yes ' part service deserve mention ). it ' month i ' see go back why people like place i ' confuse i see line door was 2 bad experience fluke i ' see 
3155,1765,608,4.0,i date girl love server jennifer recommend dish disappoint usually i chinese food lover place make go back there ambience amaze enjoyed every bite manger even stop ask evrrything good nice 
3158,1508,189,5.0,big thank stephanie senzo pelo my first electrolysis session i nervous heck put ease extremely patient fabulous job i ' return treatment professional clean place robin receptionist amaze always friendly go sy deliver great customer service phone person love place already recommend friend 
3160,1652,465,2.0,after delicious first time i happily bring elderly friend try food the food great the problem staff our server fred intuition common sense when ask extra napkin bring 1 ( 1 !) napkin he forget get toddler drink remember bring enormous glass cup toddlers fantastic large full cup after food deliver check u ( duly note point give ) disappear 45 minute i ask another server check seem annoy dare bother as fred busy flirt pay attention table i hope get number i understand hire young waitstaff excite cute & nice around they also inexperienced that inexperience come arrogance hurt business i ' back i hair & makeup i keep server ' attention i ' bring friend family 
3162,1375,121,4.0,way due 4 5 time never disappoint never wait 5 ' minute table even weekend so delicious gravy !! friendly staff only knock one star recent visit seem take lot longer get food / drink / box but go breakfast weekend 
3164,566,536,3.0,this great wonderful place ... overall as long music casino filter buffet loud ' hear think distract experience within i give three star instead five 
3165,61,57,5.0,one favorite bar charlotte the bar tender great understand conversation customer after third visit bar tender pretty much memorize i drink the service always prompt the beer outstanding bartender knowledgeable serve they great job make recommendation base already like make suggestion might like the food great tapas style perfect drink buddy 
3168,1446,413,2.0,horrible service overprice buffet they ignore walk walk my waitress make beg 4 time couple ice tea food great either ... never come back 
3169,1552,455,2.0,"if want flavorless meal side order condescension ( i believe name phyllis ' cashier ), i would recommend place let ' honest food ' special the breakfast cost $ 9 35 ~ roughly two egg two pancake two slice toast the pancake doughy / mushy middle egg nothing special toast drench fake imitation butter whatever bulk business brand equivalent parkay ."" i think place pretty dirty as i walk i saw lot dust hang ceiling the first coffee cup i pick food previous use still this almost ten dollar lesson teach : this food compete denny ' ( i ' give upper hand denny ' unfortunately ) i definitely ' return foreseeable future "
3171,972,431,4.0,a little expensive i would expect if split pizza ' anything else ' probably leave hungry my friend italy say pizza like serve italy the gelato good 
3173,765,308,4.0,amazing location i yesterday the weeknd ' birthday bash & concert setup club another level whole concept top good thing price i pay 75 dollar cover for guy ' pretty hard drinks quiet expensive ' go try cheap girls - worry - get nearly everytime free last least : dresscode they strict 
3174,1292,136,5.0,it ' quite difficult find meat jun la vegas at island favorites serve ono meat jun also vast assortment well .... island favorite i excite discover hide gem urban spoon yelp husband i drive right away it disappoint either ... many review talk hole wall non attractive restaurant contrary much nicer many korean restaurant hawaii the atmosphere quaint slightly reminiscent many local hawaii establishment the menu everything i want service absolutely terrific !! my husband i order combo plate please portion price overall top notch place excellent food service experience you definitely receive aloha treatment i would recommend anyone 
3175,1794,562,5.0,this get one favorite place pizza pittsburgh when pizza place deliver even convenient place park pick carry order still slam day tell something secrets sauce 
3181,384,39,5.0,their salmon poke special sauce best every time i visit las vegas i always get couple pound stuff whenever i ' head back orange county and even though sound like lot i ' polish couple day le i also love cucumber kimchi i always pick couple thing eat drive back usually mochiko chicken loco moco there nowhere oc ( even la ) make loco moco nearly good the loft l & l particular hang head shame the gravy dark rich flavorful portion - size huge they sell dessert well real stand - butter mochi 
3182,692,514,5.0,the food awesome stay 9pm irish pub music show make sure ask good table view thing limit 
3183,1049,552,5.0,ask towncar pickup airport get limo get comped since i shyte much money suite didn ' stay room much ' take anything fridge minibar rfid every food item if undock longer 60 second automatically charge room rest stay pretty blurry if anyone want coupon code ... i gots !!! 
3185,781,541,3.0,if ' fly airline fly terminal 3 like united better give extra 20 - 30 minute the terminal 3 security line far far far slower terminal 1 
3187,585,24,5.0,excellent buffet even give coke product :) yummy kobe beef beef wellington & mash potato awesome loved assortment sharp cheese our waiter awesome spot not one complaint food i full dessert 
3189,1055,458,5.0,if ' will wait food always point wait time worse peak hour nice day yummy brunch lunch fare awesome almond croissant if ' busy still grab takeout 
3190,1285,215,5.0,love love love place the service great people friendly food delicious the decor inside well design high ceiling add amaze ambiance the music never loud either ' great place catch friend highly recommend place local ( tourist :)) look relax even 
3191,1825,669,3.0,went monday afternoon lunch - place really busy server attentive had raja arepas ' love lacked lot flavor i actually find piece plastic dish yikes my daughter coconut tres lech waffle ' really eat -- i felt like funny taste i love kind food latte matcha really good wouldn ' go back food 
3192,510,360,4.0,i want give place 3 5 star i ' round time drinks really expensive everyone get hand 2 1 drink coupon work single alcohol beverage ' end pay $ 13 -$ 18 regular club drink i round : 1 ) really good dj 2 ) chill lounge sit drink 3 ) bartenders nice a lot people go lounge end leave realize expensive ' dancefloor .. i happy sit bar 
3194,196,68,4.0,we really enjoy insalata della casa balsamic vinaigrette toscana pizza really enjoy thin cracker like crust the white sangria disappointment though sweet taste weak & water all good din experience we return try fare 
3197,690,37,5.0,had brisket slaw grit 5 start without doubt can ' wait try menu highly recommend 
3199,866,305,4.0,i stumble upon place drive one day it cute cafe huge display case full type sweet imagine look home make they also biggest variety bagel cream cheese ever see i sit menu pretty cute newspaper the food world everything fresh i enjoy every bite breakfast i white fish salad egg sausage tomato bagel i ' give five star service they quick put order receive food shortly however waitress overwhelm table get check that part take almost twenty minute the staff help work together ' see many place i recommend go giant rush 
3201,1050,541,3.0,it : one largest domestic airport sure flying especially suck ' usually bumpy due wind thermal tips : the recommendation arrive two hour early good one lyft uber - - strip car rental cheaper far shorter line stay clear budget near airport car rental pick - / return quite way terminal give extra time know slot airport pay even le frequently major strip casino fly alaska 
3202,849,384,3.0,i love ambiance place ' close home but food mediocre price base ' get 
3203,240,129,5.0,best thai food part town ( southpoint area ). their thai ice tea one best vegas papaya salad & beef yellow curry favorite also staff friendly & polite would highly recommend ' crave thai food & happen around las vegas 
3204,60,294,3.0,had korean taco beef delicious however get garlic rice very greasy call mash garlic instead service slow expect long wait 
3206,961,156,5.0,more flavor freshness i ever experience thai food restaurant # 75 fry rice chicken ( med in spicey range little hotter expect perfect ). pad kee mao chicken fantastic well we visit twice year seattle drive thai restaurant order get the atmosphere thai never overly - busy service quick 5 pm tue drive extra mile try place 
3207,1644,478,1.0,this worst mexican food phoenix we use go kid jordan ' carlos good way many amaze place eat when i see park lot i think either everyone town awful taste mex food the chip salsa alright screw bean make u sick twice taste bad possibly sure just party last night everyone vote worst along jordan ' stay open ?? 
3208,1727,566,5.0,hands best chinese food carolinas !! there shrimp egg roll amaze customer service great i ' defiantly regular 
3209,170,539,1.0,fish ' taste fresh service waitress awful waitstaff fill water run food good won ' return recommend 
3211,851,77,5.0,if want fantastic delicious food ( buy 5 get 1 free tapa ) incredible fabulous service come i plan become regular the atmosphere pleasant calm lunch laura server super friendly kind efficient i give a +++++. we come happen area yelp glad 
3214,1424,166,3.0,this restaurant seem pretty busy offer friendly service there bite line arrive vast restaurant space high ceiling excellent detail make wait enjoyable also provide u time figure order 800 degree offer individual pizza make order they feature traditional modern take pizza they reasonably price 13 hand stretch pizza we order piccante zucca good the piccante spicy due calabrian chilies put however oil le pepper i would like this make crust little soggy the zucca good i felt little light top i would like see little quash onion i felt oven little hot therefore bottom pizza ' get golden brown but i guess call 800 degree we also order couple beer tap pair perfectly overall good experience although card get ring incorrectly $ 15 tip place $ 40 order advice : great place grab pie sit place china class provide grab go like pin - pizza ph i back though try pizza 
3215,1513,143,5.0,had great birthday dinner via carry my lamb tikka entree perfectly season cook compliment nicely grill tomato green pepper beet hubby ' mix grill perfect and i ' say enough gyro lentil soup and carry ready exactly promise love place 
3216,1730,588,5.0,i go last night first time i admit i nervous think paint would horrible i wrong the instructor walk basic step step know ... paint i bring husband ' crazy vegan food ( ' live ). i ' wait go back try date night paint i wish offer better deal wine maybe couple purchase bottle wine share rather pay $ 7 every glass the wine price would complaint still worth go 
3217,320,369,3.0,foods good service miss they really need train staff attentive table if wife ' love place i could easily go service alone some type uniform would make sense well since ' know work ' 
3219,70,541,4.0,i airport time - else entertain flight play slot ?? i hour layover time - drop $ 20 slot walk away $ 50 ... score !! 
3220,944,552,5.0,wow !! boyfriend book suite two u boy soooo divine check walk elevator elevator beautiful hallway our room !!! the decor amaze king size bed never want leave bed sofa whole diff room ( look online want see look ) diasspoint bathroom crazy !! even get bath scale it best hotel stay thus far 2nd would venetian 
3221,1495,524,2.0,food ok place really small loud wait long i nutella crepe huge ok i swear use 1 / 2 jar nutella made sticky sweet other pancake really anything special the service really good i ' likely back since i get ihop original pancake wait forever table 
3222,471,260,2.0,the place busy night go service terrible they break cardinal rule service serve others behind u line first plus food average 
3223,568,288,3.0,it ' good place i piss girl supposedly manager act like teenager i ' let one employee ruin place forever i love chicken wing decent finger food i really go apps i feel ' sport bar tend shine the complaint beer taste it ' probably improper tap line clean possibly co2 it ' one pet peeve the dillo ' place guilty if ' go state flagship beer tap need taste right i ' give 3 5 sport bar decent price decent music pump half moon better deal happy hour good lord i ' stand ambiance dillo decent price neighborhood bar 
3224,702,582,5.0,this place good the fry super skinny fresh delicious i get 5 piece way much u share the chicken piece big it nice sit outside eat come try 
3225,1084,367,1.0,i get ice coffee really cup ice milk dash coffee now i go starbucks oh ya they also forget hash brown not happy 
3226,64,56,4.0,great place i suggest order go call ahead pick ' wait i love watch make large flour tortilla back be sure order dozen go everything good menu cannot go wrong 
3227,845,547,5.0,i wish i give 10 star fabulous buffet worth 40 buck person the food amaze always fresh the dessert selection awesome everything fantastic highly recommend 
3229,601,333,4.0,"watching thunder down under show first time feel like initiation like discover secret place ' socially acceptable everyday woman completely lose mind i plan stay coherent enough write anthropological study phenomenon powerful even before i know i scream giddily spill vodka cranberry poor lady next in addle state mind i ' tell many detail show it ' basically mix act group dance one - person dance bite host call people stage the dance usually end random audience member choose bring stage classy second - base fondle the music costume gloriously cheesy ("" save horse ride cowboy ,"" natch ). the performer ' stick stage ' surprise sweaty buff man kneepads jump onto table gyrate speedo face i mean maybe ' surprise anyway head - though i ' find show particularly titillate big emotional impact come surround vortex scream woman close proximity really hot shirtless guy there also mixture abject horror fascination come watch grandmother look like mrs doubtfire eagerly reach guy ' leather pant stroke i ' know ' something i get see every day if go group spunkiest friend fun increase exponentially i recommend get liquored beforehand drink theater overprice bite slow come ( like mum ). there ' stuff cash g - string performer take photo show $ 20 ( cash ). you creepy like the shirtless guy take money : what ' name me : rebecca shirtless guy : oh that ' bicky we ' call bicky australia me : yes yes sir shirtless guy : ( lead sofa ) everyone bicky then follow odd moment i realize incredibly sweaty men get they pull lap ( i swear ) soak i almost slide there towel pile sofa luckily i know butterfly stroke able get p s the current performer lot better - look one poster promotional material look 1998 don ' worry lady the new one look nothing like curly - haired guy color me badd "
3232,1019,49,5.0,delicious dinner plenty gluten free option everyone group love meal agree would come back i burger bun chicken dish server encourage go chicken if ' inappropriate lick plate i would next time i ' go 
3233,1408,498,5.0,i ' love little place i would eat salad taste good and ' bigger big the pear cobb salad salad choice - check huge real bacon bite photo small family bistro friendly friendly staff - ' love small family shop ??!! the owner chris always say hi care eat & feel good ps .... their grill cheese fantastic 
3234,1807,532,5.0,this favorite restaurant surprise i love small diner atmosphere staff always friendly helpful the basil mascarpone burger best burger i ever .... flavor incredible we pasta sandwich also ... everything delicious 
3235,423,544,3.0,have stay twice hs basketball tournament vegas it ' appropriately price mid lower range option rooms hotel keep clean nothing special brag location one end strip make difficult get hotel newer show casino very close airport meal option limit like fast food fare quick walk new york new york mgm many higher end option there kid entertainment room call dungeon knights armor show well 
3236,1657,561,5.0,oh what amaze taco ' -- place give new mean taco tuesday take next level disappoint 
3239,1132,184,5.0,what trip east coast pass phoenix taste best napoetana az see stand test the location ' lend whole lot ambiance interior outdoor seat pretty good what matter though pie wine selection decent mix local international full body wine the test base margherita white pie i pick wiseguy ( pistachio ). also throw gnocchi good measure since equally hungry friend the margherita thin crispy flavorful the wise one pistachio equally good the unexpected winner creamy home make fresh potato pasta gnocchi bianco live nyc standard might even beat good one brooklyn enough say bite pricey definitely deserve stop good night local tourist alike 
3241,665,299,5.0,this place go new favorite ramen place vegas wife i order shio ramen i get extra chasu broth simple yet flavorful i really like thick cut chasu bite char flavor as noodle i personally like thick noodle noodle perfect soup i ' fine other food i like sit bar chef serve ramen right the store also provide hair tie wife felt thoughtful overall wife i enjoy ramen friendly service definitely back 
3242,244,625,5.0,my favorite buffet place vegas thus far !!!! they awesome set it ' like travel culture culture taste cuisine neverending !!! the station keep go go go the best thing ever unlimited gelato that ' i get money back awesome coconut gelato !!!! the mint strawberry chocolate everything else good the dessert good !! everything good especially brunch weekend get unlimited champagne get crab leg !!! sooo good !! i ' wait go back 
3246,249,413,3.0,to start review let say i really fan buffet vega i ' never really prefer massive quantity mediocre quality that say i think wicked spoon okay we get 5pm saturday rush start ' favor get early we choose go early like full food go later night not the food pretty decent i try truffled potato shrimp miso spinach salad choice item all bad i like fact also plat separately make easier give point presentation but presentation ' make entirely some stuff also bite overcook the dessert also big draw type thing i try one ' really find anything stand well it package wonderfully though ( point presentation ) honest thing i really like chocolate cover strawberry chocolate mousse / berry thing the gelato ' meh ' since taste like typical gelato stuff all bad i probably wont spend $ 37 50 + tip something like i think although nice everything not worth $ 37 50 hence ok 
3247,604,555,4.0,had fry pickle turkey burger thai cucumber salad all really good would order previously i ' cheese burger veggie burger everything i ' great haven ' try sushi yet though great spot eat outside weather nice this past weekend go sunday lunch a child i prefer ordinarily ' kind place people think take child the japanese - country language translation bathroom hilarious 
3248,1078,500,2.0,good food lately poor execution i usually order monterey chicken wrap the first time i order i learn hard way pepper menu description mean jalapeño pepper ( bell pepper i assume ). well follow two time ive order i ask jalapeño pepper they add anyway lastnight i bite something hard twice two 2 chicken rib bone come man im do place 
3249,1454,146,5.0,update : since last visit december 2016 improve amount staff open sunday also get table also lot stool bar area they add taco menu i think great decision consider yummy !!! best taco ' type i toronto close real deal forget kensington gringo taco torontonian ' convince believe taste like give place try ' regret !!!! 
3251,1762,519,5.0,this place really cool old style steakhouse impeccable service sommelier knowledgeable food amazingly perfect try meatball appetizer the tomahawk ribeye good buy two people 
